Gene name	TranscriptID	Chromosome	Transcript length	GC Content	GC Stretch	Missing exon	Deleted exon	TOGA status
ALKBH2	XM_003761152.4	NC_045426.1	984	51.52	3.74193548387097	No	No	I
ALKBH3	XM_031943743.1	NC_045431.1	873	50.86	3.54545454545455	Yes	No	PI
ALKBH4	XM_031967994.1	NC_045429.1	951	59.31	4.47692307692308	No	No	I
ALKBH5	XM_031938542.1	NC_045426.1	1155	53.77	4.07936507936508	No	No	I
ALKBH6	XM_031961584.1	NC_045428.1	726	63.77	4.10958904109589	Yes	No	M
ALKBH8	XM_031961092.1	NC_045428.1	2046	41.74	3.41666666666667	No	No	I
ALLC	XM_023494649.2	NC_045427.1	1263	41.81	3.63888888888889	No	No	I
ALMS1	XM_031949694.1	NC_045427.1	6612	50.32	3.89944134078212	No	No	I
ALOXE3	XM_003768727.2	NC_045429.1	2136	49.95	3.4758064516129	No	No	I
ALPK3	XM_031955690.1	NC_045427.1	4950	56.89	3.95211267605634	No	No	I
ALPL	XM_031962673.1	NC_045428.1	1578	56.02	4.1980198019802	No	No	I
ALS2CL	XM_012543448.3	NC_045426.1	2883	56.68	3.9746192893401	Yes	No	I
ALX1	XM_031938082.1	NC_045430.1	987	45.39	3.65714285714286	No	No	I
ALX3	XM_031967243.1	NC_045429.1	1011	61.82	4.58227848101266	No	No	I
ALX4	XM_031941648.1	NC_045431.1	1233	66.83	5.57843137254902	No	No	I
ALYREF	XM_031965650.1	NC_045429.1	777	57.01	5.68888888888889	Yes	No	PI
AMBN	XM_031942256.1	NC_045431.1	1218	51.15	3.57692307692308	No	No	I
AMBP	XM_012553855.3	NC_045427.1	1056	48.58	3.68518518518519	No	No	I
AMD1	XM_031964404.1	NC_045429.1	1005	42.99	3.51851851851852	No	No	I
AMDHD1	XM_003771033.4	NC_045430.1	1326	50.00	3.92753623188406	No	No	I
AMDHD2	XM_031962450.1	NC_045426.1	1230	51.87	3.64383561643836	Yes	No	I
AMELX	XM_012546100.3	NC_045428.1	672	54.17	3.57142857142857	Yes	No	M
AMER2	XM_012545186.3	NC_045428.1	1944	53.34	3.74803149606299	No	No	I
AMER3	XM_031959838.1	NC_045428.1	2928	51.78	3.76506024096386	No	No	I
AMH	XM_031948104.1	NC_045426.1	1875	70.93	5.48275862068965	Yes	No	M
AMHR2	XM_003772630.4	NC_045430.1	1650	58.67	4.23728813559322	No	No	I
AMIGO1	XM_023503425.2	NC_045429.1	1485	55.89	3.89473684210526	No	No	I
AMIGO3	XM_031959105.1	NC_045426.1	1515	64.29	4.55652173913044	No	No	I
AMMECR1	XM_031944894.1	NC_045432.1	1077	61.65	6.33823529411765	Yes	No	M
AMMECR1L	XM_023499139.2	NC_045428.1	1068	47.85	3.84313725490196	No	No	UL
AMOT	XM_031945118.1	NC_045432.1	2499	60.70	4.46073298429319	No	No	I
AMOTL1	XM_031961026.1	NC_045428.1	2970	53.77	3.79891304347826	No	No	I
AMOTL2	XM_012544596.3	NC_045428.1	2316	55.66	4.05633802816901	No	No	I
AMPD1	XM_012549621.2	NC_045429.1	2205	46.03	3.85227272727273	No	No	I
AMPD2	XM_031968705.1	NC_045429.1	2481	61.83	4.40201005025126	Yes	No	L
AMPD3	XM_031942792.1	NC_045431.1	2349	51.51	3.96946564885496	No	No	I
AMT	XM_031959207.1	NC_045426.1	1323	54.35	3.82417582417582	No	No	UL
AMTN	XM_023505693.2	NC_045431.1	939	48.14	3.40425531914894	No	No	I
AMZ1	XM_003761539.4	NC_045426.1	1509	52.22	3.57471264367816	No	No	I
ANAPC11	XM_003768603.4	NC_045429.1	255	49.02	3.5	No	No	I
ANAPC13	XM_003763706.4	NC_045428.1	225	40.89	3.33333333333333	No	No	I
ANAPC16	XM_031956540.1	NC_045427.1	357	51.26	4	No	No	I
ANAPC2	XM_031951899.1	NC_045427.1	2478	52.02	3.73846153846154	No	No	I
ANAPC5	XM_031948546.1	NC_045426.1	2274	52.64	4.04761904761905	No	No	I
ANAPC7	XM_031948563.1	NC_045426.1	1497	49.37	3.80487804878049	No	No	I
ANG	XM_023495350.2	NC_045427.1	453	45.03	3.61111111111111	No	No	I
ANGEL1	XM_031952461.1	NC_045427.1	2151	56.25	3.8255033557047	No	No	I
ANGPT2	XM_031951146.1	NC_045427.1	1488	39.85	3.36842105263158	No	No	I
ANGPT4	XM_031954155.1	NC_045427.1	1488	57.93	4.29032258064516	No	No	I
ANGPTL1	XM_003767462.4	NC_045429.1	1476	43.09	3.58333333333333	No	No	I
ANGPTL2	XM_012553744.3	NC_045427.1	1479	47.26	3.61666666666667	No	No	I
ANGPTL3	XM_003767274.4	NC_045429.1	1389	45.28	4.03174603174603	No	No	I
ANGPTL4	XM_012542283.3	NC_045426.1	1392	60.78	4.56730769230769	No	No	I
ANGPTL7	XM_012545569.3	NC_045428.1	1035	54.01	3.76119402985075	No	No	I
ANGPTL8	XM_031947563.1	NC_045426.1	753	65.34	4.43076923076923	No	No	L
ANK1	XM_031950762.1	NC_045427.1	549	52.09	3.7037037037037	No	No	I
ANK3	XM_031956942.1	NC_045427.1	10605	51.89	4.05546995377504	No	No	I
ANKAR	XM_031960320.1	NC_045428.1	4395	37.45	3.32110091743119	No	No	I
ANKDD1B	XM_012541119.2	NC_045426.1	1668	43.29	3.33333333333333	No	No	I
ANKEF1	XM_003758191.4	NC_045427.1	2346	40.03	3.54285714285714	No	No	I
ANKFN1	XM_031966442.1	NC_045429.1	3243	46.93	3.59183673469388	No	No	I
ANKH	XM_031946137.1	NC_045426.1	1479	46.11	3.66666666666667	No	No	I
ANKK1	XM_003764218.4	NC_045428.1	2301	52.76	3.67441860465116	No	No	I
ANKLE1	XM_031947996.1	NC_045426.1	2751	62.23	4.15102040816326	Yes	No	PI
ANKMY1	XM_031968008.1	NC_045429.1	3204	45.38	3.72297297297297	No	No	I
ANKMY2	XM_012551624.3	NC_045430.1	1341	55.78	4.21176470588235	Yes	No	PI
ANKRA2	XM_003759460.4	NC_045426.1	942	39.60	3.59259259259259	No	No	I
ANKRD1	XM_003755279.2	NC_045427.1	951	43.43	3.51515151515152	No	No	I
ANKRD10	XM_012546227.3	NC_045428.1	1260	46.35	3.74509803921569	No	No	I
ANKRD11	XM_031950120.1	NC_045427.1	8103	40.97	3.75688073394495	No	No	I
ANKRD12	XM_003760057.4	NC_045426.1	6135	34.18	3.3	No	No	I
ANKRD16	XM_031939981.1	NC_045430.1	960	55.42	4.57142857142857	No	No	I
ANKRD17	XM_031944105.1	NC_045431.1	7521	47.85	3.84276729559748	No	No	UL
ANKRD22	XM_012540647.3	NC_045427.1	576	47.22	4.08	No	No	I
ANKRD23	XM_031951488.1	NC_045427.1	921	51.57	3.88888888888889	No	No	I
ANKRD24	XM_031947838.1	NC_045426.1	3204	62.02	4.48770491803279	Yes	No	PI
ANKRD28	XM_031940271.1	NC_045430.1	3162	43.64	3.48039215686275	No	No	I
ANKRD33	XM_031940187.1	NC_045430.1	957	59.98	4.18666666666667	No	No	I
ANKRD33B	XM_003759624.3	NC_045426.1	1548	56.91	4.36274509803922	No	No	I
ANKRD34A	XM_003769860.2	NC_045429.1	1491	66.87	5.07194244604317	Yes	No	M
ANKRD34B	XM_003759879.2	NC_045426.1	1560	49.49	4.32142857142857	No	No	I
ANKRD34C	XM_003755505.2	NC_045427.1	1605	44.30	3.66129032258065	No	No	I
ANKRD40	XM_031966398.1	NC_045429.1	1089	46.01	4	No	No	I
ANKRD44	XM_031960264.1	NC_045428.1	3300	45.70	3.59836065573771	No	No	I
ANKRD50	XM_031942967.1	NC_045431.1	4284	42.18	3.45901639344262	No	No	I
ANKRD52	XM_031941182.1	NC_045430.1	3231	55.40	3.94059405940594	Yes	No	I
ANKRD53	XM_031949730.1	NC_045427.1	1941	63.06	4.46629213483146	Yes	No	M
ANKRD6	XM_031964523.1	NC_045429.1	2271	47.16	3.64285714285714	No	No	I
ANKRD60	XM_012539661.3	NC_045427.1	2838	40.24	3.3	No	No	I
ANKRD61	XM_003761462.4	NC_045426.1	1257	39.46	3.26315789473684	No	No	I
ANKRD63	XM_031952085.1	NC_045427.1	1158	69.00	5.27027027027027	No	No	I
ANKRD65	XM_023498812.2	NC_045428.1	1221	62.08	4.37362637362637	No	No	I
ANKRD66	XM_003769121.2	NC_045429.1	666	42.49	3.81818181818182	No	No	I
ANKRD9	XM_031953214.1	NC_045427.1	909	60.51	4.22972972972973	No	No	I
ANKS1A	XM_031965018.1	NC_045429.1	3600	51.50	3.87096774193548	Yes	No	I
ANKS1B	XM_031941002.1	NC_045430.1	3861	46.88	3.53932584269663	No	No	I
ANKS3	XM_003761738.4	NC_045426.1	1977	45.68	3.57692307692308	No	No	I
ANKS6	XM_023497696.2	NC_045426.1	2646	47.32	4.05405405405405	No	No	I
ANKUB1	XM_031957783.1	NC_045428.1	1608	40.67	3.39622641509434	No	No	I
ANKZF1	XM_031958009.1	NC_045428.1	2100	62.62	4.94230769230769	No	No	I
ANO1	XM_031943607.1	NC_045431.1	2439	57.03	4.64968152866242	Yes	No	UL
ANO10	XM_031940459.1	NC_045430.1	1983	49.62	3.91836734693878	Yes	No	PI
ANO2	XM_031938303.1	NC_045430.1	1641	45.64	3.61290322580645	No	No	I
ANO4	XM_031940726.1	NC_045430.1	2868	45.05	3.63565891472868	No	No	I
ANO5	XM_031941867.1	NC_045431.1	2835	45.57	3.68461538461538	No	No	I
ANOS1	XM_003765590.3	NC_045428.1	2046	44.33	3.44444444444444	No	No	I
ANP32A	XM_031955313.1	NC_045427.1	816	43.26	3.91304347826087	No	No	UL
ANP32E	XM_003769906.4	NC_045429.1	798	42.86	4.11764705882353	No	No	I
ANPEP	XM_003755522.4	NC_045427.1	2904	46.38	3.53435114503817	No	No	I
ANTKMT	XM_003761963.4	NC_045426.1	660	52.27	3.57777777777778	No	No	I
ANTXR2	XM_012552052.3	NC_045431.1	1470	45.85	4.45283018867925	No	No	I
ANXA1	XM_003761631.4	NC_045426.1	1041	42.46	3.4	No	No	I
ANXA10	XM_003773089.2	NC_045431.1	1059	38.34	3.28	No	No	I
ANXA11	XM_031956386.1	NC_045427.1	1533	54.40	3.88073394495413	No	No	I
ANXA5	XM_012553040.3	NC_045431.1	960	44.58	3.45454545454545	No	No	I
ANXA9	XM_023503574.2	NC_045429.1	1038	50.29	3.69811320754717	No	No	I
AOC1	XM_003771766.4	NC_045430.1	2274	54.62	4.02702702702703	No	No	I
AOPEP	XM_031937710.1	NC_045426.1	2457	44.36	3.37362637362637	No	No	I
AP1AR	XM_031943441.1	NC_045431.1	930	41.72	3.72972972972973	No	No	UL
AP1G1	XM_031950018.1	NC_045427.1	2472	44.30	3.54022988505747	No	No	I
AP1G2	XM_031955066.1	NC_045427.1	2358	53.27	3.99248120300752	No	No	I
AP1M2	XM_031947523.1	NC_045426.1	1278	50.39	3.69014084507042	No	No	I
AP1S1	XM_031965362.1	NC_045429.1	705	48.65	3.74285714285714	Yes	No	UL
AP1S2	XM_031958954.1	NC_045428.1	486	36.83	3.33333333333333	Yes	No	I
AP1S3	XM_012546588.3	NC_045428.1	465	36.13	3.11111111111111	No	No	I
AP2A1	XM_031961726.1	NC_045428.1	1896	60.92	4.42142857142857	Yes	No	M
AP2A2	XM_031942511.1	NC_045431.1	2898	58.59	4.35678391959799	Yes	No	PI
AP2B1	XM_031967581.1	NC_045429.1	2856	49.02	3.67625899280576	No	No	I
AP2M1	XM_031968115.1	NC_045429.1	1314	55.48	4.27160493827161	Yes	No	PI
AP3B1	XM_031966179.1	NC_045426.1	3306	39.75	3.37777777777778	No	No	I
AP3M1	XM_031949470.1	NC_045427.1	1257	42.32	3.53333333333333	No	No	I
AP3M2	XM_031950770.1	NC_045427.1	1257	43.28	3.40816326530612	No	No	I
AP3S1	XM_031938685.1	NC_045426.1	582	39.69	3.64705882352941	No	No	I
AP4B1	XM_003769796.2	NC_045429.1	2217	52.01	3.70634920634921	No	No	I
AP4E1	XM_031955195.1	NC_045427.1	3441	39.64	3.53947368421053	No	No	I
AP4M1	XM_003768829.4	NC_045429.1	1350	50.81	3.57534246575342	No	No	I
AP4S1	XM_031952269.1	NC_045427.1	435	38.39	3.5	No	No	I
AP5Z1	XM_003761557.4	NC_045426.1	2499	44.98	3.66666666666667	No	No	I
APAF1	XM_012550587.3	NC_045430.1	3756	45.26	3.47482014388489	No	No	I
APBA1	XM_031943556.1	NC_045426.1	2529	54.49	4.1030303030303	No	No	I
APBA3	XM_031947864.1	NC_045426.1	1797	57.48	3.90298507462687	No	No	I
APBB1	XM_031962074.1	NC_045428.1	2142	56.86	3.83116883116883	No	No	I
APBB1IP	XM_003771855.4	NC_045430.1	1977	43.20	3.57142857142857	No	No	I
APBB2	XM_023506022.2	NC_045431.1	2316	54.49	4.45033112582781	No	No	I
APBB3	XM_031953400.1	NC_045427.1	1473	56.96	3.84210526315789	No	No	I
APCDD1	XM_031946644.1	NC_045426.1	1548	46.96	3.56944444444444	No	No	I
APEH	XM_031959135.1	NC_045426.1	2193	53.08	3.84	Yes	No	PI
APELA	XM_012552128.3	NC_045431.1	165	46.06	4	No	No	I
APEX1	XM_003755758.4	NC_045427.1	966	50.21	3.68965517241379	No	No	I
APH1A	XM_031967455.1	NC_045429.1	798	56.52	4.16666666666667	No	No	I
API5	XM_031941357.1	NC_045431.1	1575	42.67	3.69230769230769	No	No	I
APLNR	XM_031941846.1	NC_045431.1	1155	66.67	5.01030927835052	No	No	I
APLP1	XM_031961586.1	NC_045428.1	1974	67.63	5.00558659217877	Yes	Yes	UL
APLP2	XM_031960888.1	NC_045428.1	2325	46.58	3.87777777777778	No	No	UL
APOA1	XM_003764190.4	NC_045428.1	813	54.74	3.89795918367347	No	No	I
APOA4	XM_012544986.2	NC_045428.1	1053	51.76	3.81034482758621	No	No	I
APOA5	XM_023499438.2	NC_045428.1	1137	60.77	4.33734939759036	Yes	No	M
APOBEC2	XM_003769042.4	NC_045429.1	669	53.96	3.95121951219512	No	No	I
APOBEC4	XM_003767508.3	NC_045429.1	1125	41.42	3.41025641025641	No	No	I
APOBR	XM_012543299.3	NC_045426.1	4161	48.95	3.39906103286385	No	No	I
APOC3	XM_031961304.1	NC_045428.1	297	56.57	3.78947368421053	No	No	I
APOE	XM_031963234.1	NC_045428.1	912	69.08	5.21052631578947	Yes	No	M
APOF	XM_031941175.1	NC_045430.1	660	56.67	4.1063829787234	No	No	UL
APOLD1	XM_031938220.1	NC_045430.1	1173	50.47	3.73972602739726	No	No	I
APOOL	XM_031944604.1	NC_045432.1	4017	44.93	3.68152866242038	Yes	No	M
APPBP2	XM_031966528.1	NC_045429.1	1758	40.73	3.63461538461538	No	No	I
APPL2	XM_003771096.4	NC_045430.1	1989	48.37	3.71875	Yes	No	I
AQP10	XM_003768048.2	NC_045429.1	843	51.72	3.53448275862069	No	No	I
AQP11	XM_012545361.3	NC_045428.1	798	54.14	4.24444444444444	No	No	I
AQP2	XM_003770874.4	NC_045430.1	816	54.29	3.77586206896552	No	No	I
AQP3	XM_003762973.4	NC_045426.1	879	54.15	4.0188679245283	No	No	I
AQP4	XM_003759987.4	NC_045426.1	972	46.71	3.63888888888889	No	No	I
AQP5	XM_003770875.4	NC_045430.1	798	52.63	3.59615384615385	No	No	I
AQP6	XM_031937929.1	NC_045430.1	798	52.88	3.62962962962963	No	No	I
AQP8	XM_031945583.1	NC_045426.1	840	50.71	3.77551020408163	No	No	I
AQP9	XM_003755723.4	NC_045427.1	990	44.24	3.51282051282051	No	No	I
AQR	XM_031952035.1	NC_045427.1	4470	42.51	3.58641975308642	Yes	No	I
AR	XM_031944841.1	NC_045432.1	2871	65.34	5.55607476635514	Yes	No	M
ARAF	XM_012553421.3	NC_045432.1	1875	58.93	4.00704225352113	Yes	No	PI
ARC	XM_003760425.2	NC_045426.1	1203	56.94	3.9875	No	No	I
AREG	XM_012552980.2	NC_045431.1	993	48.34	4.47826086956522	No	No	I
AREL1	XM_003756225.4	NC_045427.1	2472	45.15	3.64210526315789	No	No	I
ARF1	XM_031960350.1	NC_045426.1	546	42.86	3.61111111111111	Yes	No	PI
ARF4	XM_003762320.4	NC_045426.1	543	45.30	3.66666666666667	No	No	I
ARF5	XM_003771582.4	NC_045430.1	543	53.04	4	No	No	I
ARF6	XM_012549215.3	NC_045427.1	528	56.63	4.54054054054054	No	No	I
ARFGAP1	XM_031951758.1	NC_045427.1	1302	45.39	3.58695652173913	No	No	I
ARFGAP2	XM_031943572.1	NC_045431.1	1230	61.06	4.18691588785047	No	No	UL
ARFGEF1	XM_031946292.1	NC_045426.1	5550	39.42	3.43065693430657	No	No	I
ARFGEF2	XM_031951581.1	NC_045427.1	5382	42.16	3.44910179640719	No	No	I
ARFGEF3	XM_003769494.4	NC_045429.1	6537	46.96	3.59925093632959	No	No	I
ARFIP1	XM_031941799.1	NC_045431.1	1203	40.81	3.24242424242424	No	No	I
ARFIP2	XM_031962081.1	NC_045428.1	1026	55.46	4.30508474576271	No	No	I
ARFRP1	XM_023494437.2	NC_045427.1	813	48.46	4.1	Yes	No	UL
ARHGAP1	XM_031943030.1	NC_045431.1	1320	57.05	4.16666666666667	Yes	No	PI
ARHGAP10	XM_031944151.1	NC_045431.1	2358	46.06	3.6701030927835	Yes	No	I
ARHGAP12	XM_031939744.1	NC_045430.1	2619	39.90	3.64285714285714	No	No	I
ARHGAP15	XM_031963678.1	NC_045428.1	1428	39.99	3.38888888888889	No	No	I
ARHGAP22	XM_031956285.1	NC_045427.1	2244	51.43	3.89922480620155	No	No	I
ARHGAP23	XM_031966139.1	NC_045429.1	4506	61.61	4.99115044247788	Yes	No	PI
ARHGAP24	XM_031941757.1	NC_045431.1	2292	46.60	3.92592592592593	No	No	UL
ARHGAP27	XM_031965977.1	NC_045429.1	2679	58.23	4.27979274611399	No	No	I
ARHGAP28	XM_031946622.1	NC_045426.1	2070	42.85	3.50724637681159	Yes	No	I
ARHGAP30	XM_012549505.3	NC_045429.1	3387	54.12	3.9040404040404	No	No	I
ARHGAP31	XM_023499041.2	NC_045428.1	4389	48.51	3.63157894736842	No	No	I
ARHGAP32	XM_031960910.1	NC_045428.1	6300	46.70	3.67391304347826	No	No	I
ARHGAP33	XM_031963765.1	NC_045428.1	3705	67.58	4.97321428571429	Yes	No	M
ARHGAP35	XM_031963823.1	NC_045428.1	4206	46.20	3.66666666666667	No	No	I
ARHGAP39	XM_031947350.1	NC_045426.1	3402	52.41	3.72685185185185	No	No	I
ARHGAP40	XM_003757001.4	NC_045427.1	2142	49.63	3.60185185185185	No	No	I
ARHGAP6	XM_023500347.2	NC_045428.1	2427	47.18	3.6504854368932	No	No	I
ARHGDIA	XM_003768604.4	NC_045429.1	615	50.08	3.72	No	No	I
ARHGDIB	XM_012550698.3	NC_045430.1	603	47.43	4.19047619047619	No	No	I
ARHGDIG	XM_031945698.1	NC_045426.1	678	53.98	4.13888888888889	No	No	I
ARHGEF10	XM_012539906.3	NC_045427.1	4083	40.80	3.55140186915888	No	No	I
ARHGEF11	XM_031966799.1	NC_045429.1	4728	51.35	3.84188034188034	Yes	No	I
ARHGEF12	XM_031960156.1	NC_045428.1	4614	44.84	3.61290322580645	No	No	I
ARHGEF17	XM_031961462.1	NC_045428.1	6264	62.16	4.46259842519685	Yes	No	M
ARHGEF2	XM_031966744.1	NC_045429.1	3714	57.46	4.1875	No	No	I
ARHGEF25	XM_023505374.2	NC_045430.1	1830	53.33	3.92105263157895	No	No	I
ARHGEF26	XM_031957546.1	NC_045428.1	2667	54.03	4.24157303370786	No	No	I
ARHGEF3	XM_031952275.1	NC_045426.1	1665	57.24	4.1858407079646	Yes	No	PI
ARHGEF5	XM_012551096.3	NC_045430.1	4914	49.39	3.69834710743802	Yes	No	I
ARHGEF6	XM_003774853.4	NC_045432.1	2334	48.67	3.69369369369369	No	No	I
ARHGEF7	XM_031958722.1	NC_045428.1	2610	43.37	3.51515151515152	Yes	No	I
ARID1A	XM_031962515.1	NC_045428.1	6903	62.54	4.83783783783784	Yes	No	PI
ARID1B	XM_031937578.1	NC_045429.1	5496	51.47	3.79439252336449	No	No	I
ARID2	XM_031940371.1	NC_045430.1	5517	43.14	3.54385964912281	No	No	I
ARID3B	XM_031956617.1	NC_045427.1	1653	62.92	4.75572519083969	No	No	I
ARID3C	XM_003761802.3	NC_045426.1	1266	57.58	4.32142857142857	No	No	I
ARID5A	XM_031950946.1	NC_045427.1	1857	62.30	4.39644970414201	Yes	No	I
ARID5B	XM_031956901.1	NC_045427.1	3552	51.52	4.14778325123153	No	No	I
ARIH1	XM_031956668.1	NC_045427.1	1671	51.35	5.01639344262295	Yes	No	PI
ARL11	XM_003764569.3	NC_045428.1	585	51.45	3.84848484848485	No	No	I
ARL14	XM_003766190.3	NC_045428.1	579	51.81	3.875	No	No	I
ARL14EP	XM_003773660.4	NC_045431.1	774	41.09	3.5	No	No	I
ARL14EPL	XM_012544020.3	NC_045426.1	537	40.22	3.83333333333333	No	No	I
ARL15	XM_023495746.2	NC_045426.1	765	41.18	3.57142857142857	No	No	UL
ARL16	XM_003768611.4	NC_045429.1	522	51.72	3.61290322580645	No	No	I
ARL2	XM_003774119.4	NC_045431.1	555	59.46	4.24324324324324	Yes	No	PI
ARL2BP	XM_031954557.1	NC_045427.1	549	39.89	4.27272727272727	No	No	I
ARL3	XM_003755416.4	NC_045427.1	549	44.99	3.55	No	No	I
ARL4A	XM_031940724.1	NC_045430.1	606	67.82	4.85185185185185	No	No	I
ARL4C	XM_031968258.1	NC_045429.1	579	63.04	4.46666666666667	No	No	I
ARL4D	XM_031966356.1	NC_045429.1	612	57.03	4.25	No	No	I
ARL5A	XM_031960683.1	NC_045428.1	540	38.33	3	No	No	I
ARL5B	XM_031939897.1	NC_045430.1	429	42.19	3.16666666666667	No	No	I
ARL6IP5	XM_031953837.1	NC_045426.1	567	54.32	4.96428571428571	No	No	I
ARL6IP6	XM_031960673.1	NC_045428.1	648	50.77	4.02857142857143	No	No	I
ARL8A	XM_031937134.1	NC_045429.1	561	50.98	3.75	No	No	I
ARL8B	XM_031954344.1	NC_045426.1	561	45.28	3.7	No	No	I
ARMC10	XM_023505552.2	NC_045430.1	1002	43.61	4.56410256410256	No	No	I
ARMC12	XM_031964994.1	NC_045429.1	1044	52.59	3.58571428571429	No	No	I
ARMC2	XM_031964439.1	NC_045429.1	2613	39.00	3.53448275862069	No	No	I
ARMC3	XM_031939870.1	NC_045430.1	2370	40.46	3.37142857142857	No	No	I
ARMC5	XM_012542665.2	NC_045426.1	2907	60.47	4.45982142857143	Yes	No	PI
ARMC6	XM_003760784.4	NC_045426.1	1404	55.48	3.8469387755102	No	No	I
ARMH3	XM_003755443.4	NC_045427.1	2070	44.54	3.59722222222222	No	No	I
ARMH4	XM_031952640.1	NC_045427.1	2277	42.60	3.32051282051282	No	No	I
ARNT2	XM_003755494.4	NC_045427.1	2151	47.61	3.42592592592593	Yes	No	I
ARNTL	XM_003773604.4	NC_045431.1	1902	43.17	3.57352941176471	No	No	I
ARPC4	XM_031954833.1	NC_045426.1	507	48.13	4	No	No	I
ARPC5	XM_031937023.1	NC_045429.1	456	51.32	4.23809523809524	No	No	I
ARPC5L	XM_031954292.1	NC_045427.1	477	51.57	5.04545454545455	No	No	I
ARPIN	XM_031955597.1	NC_045427.1	681	53.45	3.81395348837209	No	No	I
ARPP19	XM_003755941.4	NC_045427.1	342	47.95	4	No	No	I
ARPP21	XM_031951447.1	NC_045426.1	861	53.89	3.95833333333333	Yes	No	PI
ARRB1	XM_031961385.1	NC_045428.1	1260	51.51	3.85507246376812	No	No	I
ARRB2	XM_003770706.4	NC_045429.1	1230	48.86	3.59259259259259	No	No	I
ARRDC1	XM_003757548.4	NC_045427.1	1293	58.00	4.17525773195876	Yes	No	UL
ARRDC2	XM_023496821.2	NC_045426.1	1212	60.40	4.45054945054945	Yes	No	PI
ARRDC3	XM_003759845.4	NC_045426.1	1245	44.34	3.65384615384615	No	No	I
ARRDC4	XM_031955526.1	NC_045427.1	1263	46.87	4.13559322033898	No	No	I
ARSA	XM_031938084.1	NC_045430.1	1830	58.58	4.02564102564103	No	No	I
ARSB	XM_031966136.1	NC_045426.1	1602	49.94	4.13333333333333	No	No	I
ARSG	XM_031965687.1	NC_045429.1	1581	46.49	3.55555555555556	No	No	I
ARSI	XM_031953515.1	NC_045427.1	1743	60.53	4.22875816993464	No	No	I
ARSJ	XM_031943919.1	NC_045431.1	1821	44.92	3.64367816091954	No	No	I
ARSK	XM_003759833.4	NC_045426.1	1662	40.91	4.02325581395349	No	No	I
ART1	XM_031962028.1	NC_045428.1	1104	62.50	4.58333333333333	Yes	No	M
ART3	XM_031943977.1	NC_045431.1	1089	42.24	3.40625	No	No	I
ARV1	XM_003767832.4	NC_045429.1	804	42.16	3.64705882352941	No	No	I
ASAH1	XM_031943839.1	NC_045431.1	1203	54.11	4.5	Yes	No	PI
ASAP1	XM_031947203.1	NC_045426.1	3504	44.38	3.57692307692308	No	No	I
ASAP2	XM_031951206.1	NC_045427.1	3054	44.76	3.56302521008403	No	No	I
ASAP3	XM_031962622.1	NC_045428.1	2937	58.87	4.17142857142857	Yes	No	PI
ASB1	XM_031968275.1	NC_045429.1	1098	61.93	4.73563218390805	Yes	No	PI
ASB13	XM_023504661.2	NC_045430.1	981	50.66	3.78571428571429	No	No	I
ASB15	XM_012551011.2	NC_045430.1	1770	40.68	3.61702127659574	No	No	I
ASB16	XM_003768378.4	NC_045429.1	1356	56.93	4.10416666666667	No	No	I
ASB17	XM_003770456.4	NC_045429.1	888	48.99	3.89189189189189	No	No	I
ASB18	XM_031968252.1	NC_045429.1	1422	56.89	3.83333333333333	No	No	I
ASB3	XM_012540220.3	NC_045427.1	1359	40.47	3.48648648648649	No	No	I
ASB5	XM_003773051.4	NC_045431.1	990	48.89	3.88636363636364	No	No	I
ASB6	XM_003757398.4	NC_045427.1	1305	49.12	3.74137931034483	Yes	No	PI
ASB8	XM_031938028.1	NC_045430.1	867	46.60	3.48648648648649	No	No	I
ASB9	XM_031958973.1	NC_045428.1	885	48.47	3.65853658536585	No	No	I
ASCC2	XM_031948836.1	NC_045426.1	2343	59.50	4.60365853658537	Yes	No	PI
ASCC3	XM_003769315.4	NC_045429.1	6621	39.27	3.2814371257485	No	No	I
ASCL1	XM_031938541.1	NC_045430.1	771	70.43	6.63157894736842	Yes	No	M
ASCL3	XM_031942065.1	NC_045431.1	543	48.25	3.58620689655172	No	No	I
ASCL4	XM_031938504.1	NC_045430.1	555	59.10	3.74	No	No	I
ASCL5	XM_003767562.2	NC_045429.1	621	56.68	3.8695652173913	No	No	I
ASF1A	XM_003769397.4	NC_045429.1	615	40.33	3.36842105263158	No	No	I
ASF1B	XM_003760658.4	NC_045426.1	735	50.75	3.69767441860465	No	No	I
ASH1L	XM_031966719.1	NC_045429.1	8982	44.75	3.60540540540541	No	No	I
ASIC1	XM_012550444.3	NC_045430.1	1674	52.69	3.82978723404255	No	No	I
ASIC4	XM_031957983.1	NC_045428.1	1620	60.93	4.34108527131783	No	No	I
ASMT	XM_012546121.3	NC_045428.1	1035	39.03	3.39393939393939	No	No	I
ASNSD1	XM_003764057.4	NC_045428.1	1908	36.79	3.2093023255814	No	No	I
ASPDH	XM_031964100.1	NC_045428.1	1128	70.12	5.04273504273504	Yes	No	M
ASPG	XM_023504072.2	NC_045427.1	1695	51.56	3.73404255319149	No	No	I
ASPHD1	XM_003762065.4	NC_045426.1	960	58.23	4.12	No	No	I
ASPHD2	XM_031948816.1	NC_045426.1	1110	61.08	4.28089887640449	No	No	I
ASPRV1	XM_012539953.3	NC_045427.1	753	49.14	3.46808510638298	No	No	I
ASRGL1	XM_003774398.4	NC_045431.1	1044	50.67	4.46428571428571	No	No	I
