Gene stable ID	Gene name	Gene % GC content	Tasmanian devil gene stable ID	Tasmanian devil gene name	Tasmanian devil chromosome/scaffold name	Query protein or transcript ID	Tasmanian devil Gene-order conservation score	Tasmanian devil Whole-genome alignment coverage	Tasmanian devil orthology confidence [0 low, 1 high]
ENSG00000165246	NLGN4Y	38.63	ENSSHAG00000004877	NLGN4X	3	ENSP00000510011	0	100.00	1
ENSG00000229343	CDY22P	41.83							
ENSG00000232695	ELOCP17	35.89							
ENSG00000235511	OFD1P18Y	37.07							
ENSG00000232914	TRAPPC2P4	36.99							
ENSG00000223655	RAB9AP3	41.01							
ENSG00000230854	USP9YP20	31.76							
ENSG00000252625	RNU1-40P	46.34							
ENSG00000227635	USP9YP21	30.65							
ENSG00000237546	XKRYP6	36.09							
ENSG00000227867	ELOCP11	39.46							
ENSG00000231716	CDY23P	40.73							
ENSG00000234744	USP9YP26	30.70							
ENSG00000233156	HSFY8P	31.76							
ENSG00000289705		47.06							
ENSG00000225876		42.15							
ENSG00000251796	SNORA70	45.65							
ENSG00000252948	RNU6-1314P	36.54	ENSSHAG00000026270	U6	4	ENST00000517139		0.00	0
ENSG00000233843	CYCSP48	47.74							
ENSG00000129862	VCY1B	61.89							
ENSG00000235451	PNPLA4P1	40.64							
ENSG00000289706		34.56							
ENSG00000225624	TBL1YP1	45.06							
ENSG00000280969	RPS4Y2	42.67							
ENSG00000224482	HSFY4P	35.70							
ENSG00000216844		59.12							
ENSG00000229551	GAPDHP17	41.06							
ENSG00000226504	TMEM167AP1	37.44							
ENSG00000254488		45.94							
ENSG00000237427	TOMM22P1	44.55							
ENSG00000232634	NEFLP1	46.65							
ENSG00000226918		35.66							
ENSG00000183146	PRORY	52.33							
ENSG00000236615		65.93							
ENSG00000169849	TSPY14P	50.67							
ENSG00000169811	RBMY1HP	36.04							
ENSG00000242393		58.93							
ENSG00000228257		58.95							
ENSG00000184991	TTTY13	46.62							
ENSG00000271123	ELOCP5	38.74							
ENSG00000226042	CDY10P	42.44							
ENSG00000237023	USP9YP3	34.64							
ENSG00000229416	USP9YP8	32.17							
ENSG00000230029	CDY11P	40.10							
ENSG00000224169	HSFY6P	38.77							
ENSG00000223407	USP9YP18	31.16							
ENSG00000226873	CDY14P	40.73							
ENSG00000227915	ELOCP16	39.46							
ENSG00000236620	XKRYP3	36.10							
ENSG00000224866	USP9YP25	30.63							
ENSG00000232424	USP9YP29	31.74							
ENSG00000252681	RNU1-97P	46.34							
ENSG00000232910	RAB9AP1	41.01							
ENSG00000232845	TRAPPC2P9	37.04							
ENSG00000237302	OFD1P11Y	37.17							
ENSG00000252468	RNU2-57P	43.98							
ENSG00000231341	VDAC1P6	47.02							
ENSG00000235001	EIF4A1P2	48.28							
ENSG00000214207	KRT18P10	57.26							
ENSG00000278585	SNX3P1Y	57.95							
ENSG00000235175	RPL26P37	42.69							
ENSG00000099715	PCDH11Y	35.66	ENSSHAG00000030292		X	ENSP00000513983	0	97.18	1
ENSG00000231540	ELOCP9	37.66							
ENSG00000223362	CDY15P	42.10							
ENSG00000231026	XKRYP4	42.24							
ENSG00000224571	USP9YP13	29.64							
ENSG00000226369	USP9YP11	31.54							
ENSG00000280961	TTTY3B	31.94							
ENSG00000227871	USP9YP12	31.62							
ENSG00000251917	RNU1-86P	44.16							
ENSG00000231423	RAB9AP5	38.71							
ENSG00000228465	TRAPPC2P10	38.52							
ENSG00000232585	OFD1P12Y	36.45							
ENSG00000234081	ELOCP10	36.09							
ENSG00000172352	CDY1B	41.35	ENSSHAG00000008802	CDYL	1	ENSP00000371844	0	94.80	1
ENSG00000231375	CDY17P	43.79							
ENSG00000237467	USP9YP35	30.88							
ENSG00000229250	USP9YP31	32.87							
ENSG00000232205	CDY18P	42.26							
ENSG00000230977		63.87							
ENSG00000274234	RN7SL818P	50.97	ENSSHAG00000031075	Metazoa_SRP	2	ENST00000485099		0.00	0
ENSG00000274234	RN7SL818P	50.97	ENSSHAG00000028726	Metazoa_SRP	1	ENST00000485099		0.00	0
ENSG00000225491	UBE2Q2P4Y	36.92							
ENSG00000224827	LINC00265-2P	64.07							
ENSG00000233740	CICP2	59.56							
ENSG00000279274		52.00							
ENSG00000234399	RBMY2XP	33.22							
ENSG00000227439	TTTY17B	42.58							
ENSG00000224210	TRIM60P5Y	38.06							
ENSG00000232003	ZNF736P12Y	33.63							
ENSG00000235412	TTTY4B	42.24							
ENSG00000183795	BPY2B	42.59							
ENSG00000240566		35.08							
ENSG00000236379	ZNF736P4Y	33.55							
ENSG00000274899		38.58							
ENSG00000227633	RBMY2YP	33.15							
ENSG00000279115		52.00							
ENSG00000233652	CICP1	59.65							
ENSG00000233944	LINC00265-3P	64.89							
ENSG00000223636	UBE2Q2P5Y	36.92							
ENSG00000172297	GOLGA2P3Y	54.14							
ENSG00000278242	RN7SL725P	50.97	ENSSHAG00000031075	Metazoa_SRP	2	ENST00000606439		0.00	0
ENSG00000278242	RN7SL725P	50.97	ENSSHAG00000028726	Metazoa_SRP	1	ENST00000606439		0.00	0
ENSG00000233619		61.21							
ENSG00000237823	CDY19P	42.26							
ENSG00000229709	USP9YP36	32.89							
ENSG00000232064	USP9YP33	30.94							
ENSG00000225609	CDY20P	43.79							
ENSG00000270535	ELOCP34	36.09							
ENSG00000225287	OFD1P13Y	36.44							
ENSG00000225256	TRAPPC2P5	38.50							
ENSG00000223856	RAB9AP2	38.74							
ENSG00000235004	USP9YP30	32.88							
ENSG00000252426	RNU1-107P	44.16							
ENSG00000231141	TTTY3	31.92							
ENSG00000232614	USP9YP9	31.51							
ENSG00000225326	USP9YP19	29.61							
ENSG00000223406	XKRYP5	42.24							
ENSG00000224240	CYCSP49	41.69							
ENSG00000227629	SLC25A15P1	44.82							
ENSG00000237917	PARP4P1	40.94							
ENSG00000231514	CCNQP2	55.16							
ENSG00000172288	CDY1	41.35	ENSSHAG00000008802	CDYL	1	ENSP00000302968	0	94.92	1
ENSG00000242875	RBMY1B	36.99							
ENSG00000234414	RBMY1A1	36.98							
ENSG00000234795	RFTN1P1	41.56							
ENSG00000173357		34.89							
ENSG00000290342		34.17							
ENSG00000281449	BCL2L14	40.68							
ENSG00000180910	TTTY11	45.54							
ENSG00000224060	ARSLP1	44.76							
ENSG00000242153	OFD1P6Y	38.91							
ENSG00000250868	XKRY	35.43							
ENSG00000244646	XKRYP7	35.45							
ENSG00000282909		52.12							
ENSG00000288686		48.16							
ENSG00000227289	HSFY3P	39.29							
ENSG00000290841		43.29							
ENSG00000235462	TAB3P1	35.21							
ENSG00000290852		36.10							
ENSG00000241859	ANOS2P	40.21							
ENSG00000223637	RBMY2EP	35.36							
ENSG00000239533	GOLGA2P2Y	54.13							
ENSG00000291016	GOLGA2P2Y	54.84							
ENSG00000278212		61.87							
ENSG00000131002	TXLNGY	36.66							
ENSG00000206159	GYG2P1	44.05							
ENSG00000232235	CDY3P	40.30							
ENSG00000224408	USP9YP22	34.69							
ENSG00000238154	USP9YP4	35.05							
ENSG00000281442	PTMAP9	53.52							
ENSG00000283344	MIR1244-4	31.76							
ENSG00000232924	ELOCP4	37.54							
ENSG00000275310		63.86							
ENSG00000281324	LRP6	38.54							
ENSG00000232808	TTTY20	36.89							
ENSG00000233803	TSPY4	53.35							
ENSG00000228383	FAM197Y7	40.42							
ENSG00000286120		60.71							
ENSG00000237802	FAM197Y6	40.48							
ENSG00000286173		60.91							
ENSG00000229549	TSPY8	53.23							
ENSG00000228927	TSPY3	53.26							
ENSG00000215540	RBMY2CP	34.55							
ENSG00000215507	RBMY2DP	34.55							
ENSG00000239893	ZNF736P9Y	35.12							
ENSG00000225560	FAM197Y8	60.59							
ENSG00000099725	PRKY	44.40							
ENSG00000290725	XKRYP7	34.28							
ENSG00000280475	RPL21P100	42.86							
ENSG00000215580	BCORP1	40.55							
ENSG00000206783	RNU6-545P	43.27							
ENSG00000281874		42.56							
ENSG00000207477	RNU6-318P	39.81							
ENSG00000281818	MANSC1	43.98							
ENSG00000293362	FAM197Y8	40.48							
ENSG00000290330	FAM197Y5	40.75							
ENSG00000225516	FAM197Y5	60.64							
ENSG00000258992	TSPY1	53.42							
ENSG00000281051	RPL23AP66	53.24							
ENSG00000290373	FAM197Y4	40.50							
ENSG00000274196	FAM197Y4	60.81							
ENSG00000281234	LOH12CR2	45.19							
ENSG00000238074	TSPY9	53.32							
ENSG00000280689	BORCS5	42.17							
ENSG00000290607	FAM197Y3	40.44							
ENSG00000230066	FAM197Y3	60.63							
ENSG00000290332		40.47							
ENSG00000234803	FAM197Y2	60.74							
ENSG00000236424	TSPY10	53.34							
ENSG00000281168		40.11							
ENSG00000280962	DUSP16	40.41							
ENSG00000224336	FAM197Y1	58.94							
ENSG00000234110	TSPY25P	57.37							
ENSG00000226223	TSPY16P	64.10							
ENSG00000232617		32.73							
ENSG00000224075	TTTY22	43.06							
ENSG00000228379		35.63							
ENSG00000274445		63.90							
ENSG00000231874	TSPY18P	55.28							
ENSG00000234950	RBMY2OP	33.45							
ENSG00000236718	RBMY2QP	34.30							
ENSG00000243643	TSPY20P	58.32							
ENSG00000290378		43.10							
ENSG00000225685	TSPY5P	49.20							
ENSG00000278478		62.72							
ENSG00000281671		39.96							
ENSG00000251766	RNA5SP518	51.26							
ENSG00000252289	RNA5SP519	56.30							
ENSG00000281525		48.96							
ENSG00000231411	DUX4L31	58.45							
ENSG00000226061	PCMTD1P1	39.15							
ENSG00000237447	CDC27P2	39.65							
ENSG00000225840		49.73							
ENSG00000251705	RNA5-8SP6	51.97							
ENSG00000237195	DLGAP5P1	34.05							
ENSG00000250204	TTTY23B	58.32							
ENSG00000168757	TSPY2	53.20							
ENSG00000290448	FAM197Y9	39.87							
ENSG00000234830	FAM197Y9	60.68							
ENSG00000275352		52.16							
ENSG00000234583	TSPY19P	55.19							
ENSG00000235094		56.96							
ENSG00000229643	LINC00280	41.90							
ENSG00000235895		32.81							
ENSG00000232620	TSPY17P	64.45							
ENSG00000293672		39.23							
ENSG00000290954		36.98							
ENSG00000294545		42.68							
ENSG00000294758		38.87							
ENSG00000293305		38.04							
ENSG00000295056		40.74							
ENSG00000239225	TTTY23	51.64							
ENSG00000230663	FAM224B	51.56							
ENSG00000295335		38.61							
ENSG00000212856	TTTY2B	45.87							
ENSG00000129816	TTTY1B	46.59							
ENSG00000147753	TTTY7	46.84							
ENSG00000185700	TTTY8B	47.19							
ENSG00000291034		42.57							
ENSG00000291410		57.31							
ENSG00000291411		63.35							
ENSG00000291412		61.39							
ENSG00000291413		62.43							
ENSG00000291414	MIR4740	68.25							
ENSG00000291415	MIR3186	56.47							
ENSG00000291416		69.41							
ENSG00000291417	LINC01971	64.03							
ENSG00000291418		60.82							
ENSG00000290435		43.36							
ENSG00000291420	ACTG1	60.66							
ENSG00000290369		51.59							
ENSG00000297760		40.54							
ENSG00000297994		38.45							
ENSG00000229308		35.36							
ENSG00000229236	TTTY10	38.47							
ENSG00000291421	BAHCC1	63.07							
ENSG00000290323	TTTY16	40.85							
ENSG00000291422		63.00							
ENSG00000291423		57.81							
ENSG00000291424		63.68							
ENSG00000291425	LINC03048	58.69							
ENSG00000237048	TTTY12	41.63							
ENSG00000298447		35.73							
ENSG00000212855	TTTY2	45.68							
ENSG00000147761	TTTY7B	46.83							
ENSG00000233070	ZFY-AS1	37.66							
ENSG00000299745		44.04							
ENSG00000288049		38.05							
ENSG00000299844		37.22							
ENSG00000290853		40.18							
ENSG00000300212		38.54							
ENSG00000300312		39.40							
ENSG00000300595		37.27							
ENSG00000223641	TTTY17C	41.09							
ENSG00000228786	SEPTIN14P23	43.12							
ENSG00000301122		42.61							
ENSG00000290344		37.71							
ENSG00000291033	TXLNGY	36.42							
ENSG00000288406		38.89							
ENSG00000303338		36.46							
ENSG00000303345		45.79							
ENSG00000277930		38.86							
ENSG00000290726	FAM41AY2	38.44							
ENSG00000291032		44.09							
ENSG00000231535	LINC00278	36.13							
ENSG00000304558		39.81							
ENSG00000129845	TTTY1	46.59							
ENSG00000286050		36.95							
ENSG00000290381	TTTY11	38.87							
ENSG00000286187		47.33							
ENSG00000305394		37.83							
ENSG00000293249		35.76							
ENSG00000305658		37.26							
ENSG00000289707		37.52							
ENSG00000306111		40.79							
ENSG00000306715		41.40							
ENSG00000286009		50.45							
ENSG00000308317		42.66							
ENSG00000286201		38.15							
ENSG00000309341		36.22							
ENSG00000291031	BCORP1	39.47							
ENSG00000286247		44.11							
ENSG00000286217	LINC00279	45.44							
ENSG00000288260		49.46							
ENSG00000288430	RNU5B-4P	33.33							
ENSG00000288297	ECSCR	51.16							
ENSG00000233699	TTTY18	45.02							
ENSG00000309700		45.91							
ENSG00000288274	SMIM33	55.27							
ENSG00000288243	STING1	53.56							
ENSG00000309903		46.27							
ENSG00000183385	TTTY8	47.03							
ENSG00000310485		48.68							
ENSG00000293442	PRKY	44.30							
ENSG00000227166	STSP1	39.33							
ENSG00000295583		40.38							
ENSG00000227204	RBMY2JP	38.39							
ENSG00000299821		38.03							
ENSG00000227447	XGY1	44.67							
ENSG00000296286		44.98							
ENSG00000230727	RBMY2WP	33.14							
ENSG00000306918		37.81							
ENSG00000224151	USP9YP28	32.43							
ENSG00000176728	TTTY14	38.76							
ENSG00000288388		48.24							
ENSG00000288138	NCOA4P4	45.57							
ENSG00000275578		29.22							
ENSG00000226011	OFD1P1Y	36.17							
ENSG00000227494	USP9YP14	32.44							
ENSG00000237659	RNASEH2CP1	64.94							
ENSG00000290840	XGY2	42.20							
ENSG00000205936	PPP1R12BP2	39.80							
ENSG00000225189	REREP1Y	37.66							
ENSG00000305624		38.55							
ENSG00000230073		57.78							
ENSG00000232583	GPR143YP	44.37							
ENSG00000309393		42.64							
ENSG00000234888	OFD1P15Y	38.47							
ENSG00000235014	REREP2Y	37.67							
ENSG00000229238	PPP1R12BP1	38.74							
ENSG00000299596		38.42							
ENSG00000188399	ANKRD36P1	34.53							
ENSG00000294742		37.54							
ENSG00000277146		43.24							
ENSG00000226611	OFD1P2Y	36.17							
ENSG00000240438	OFD1P5Y	39.24							
ENSG00000237269	RBMY2TP	35.27							
ENSG00000288057		39.08							
ENSG00000225466	OFD1P10Y	38.43							
ENSG00000235981		37.26							
ENSG00000299288		38.17							
ENSG00000223698	GOLGA6L11P	52.47							
ENSG00000297966		46.56							
ENSG00000242854	DNM1P24	58.09							
ENSG00000244231	CSPG4P2Y	57.85							
ENSG00000172342	CSPG4P3Y	56.49							
ENSG00000284071		43.42							
ENSG00000296017		46.81							
ENSG00000248792	SEPTIN14P22	40.83							
ENSG00000293927		43.12							
ENSG00000284380		43.41							
ENSG00000310249		43.00							
ENSG00000172294	CSPG4P4Y	56.51							
ENSG00000240450	CSPG4P1Y	57.85							
ENSG00000239304	DNM1P48	64.86							
ENSG00000197092	GOLGA6L16P	52.47							
ENSG00000307363		44.13							
ENSG00000235583		37.25							
ENSG00000304207		38.40							
ENSG00000215506	TPTE2P4	38.47							
ENSG00000197038	RBMY1A3P	35.36							
ENSG00000299768		36.82							
ENSG00000188656	TSPY7P	52.87							
ENSG00000301844		53.23							
ENSG00000270073	TSPY6P	53.99							
ENSG00000293749		53.05							
ENSG00000236786	TSPY15P	52.29							
ENSG00000308528		51.34							
ENSG00000231436	RBMY3AP	34.73							
ENSG00000309329		38.58							
ENSG00000229208	RBMY2NP	34.26							
ENSG00000310196		35.97							
ENSG00000187657	TSPY13P	51.20							
ENSG00000309435		43.16							
ENSG00000238235	TSPY11P	50.47							
ENSG00000296934		43.99							
ENSG00000223744	RBMY2GP	34.13							
ENSG00000295986		36.04							
ENSG00000229725		57.25							
ENSG00000244395	RBMY1D	37.00							
ENSG00000251618		58.91							
ENSG00000242389	RBMY1E	36.96							
ENSG00000227444		58.93							
ENSG00000226092	RBMY2AP	34.56							
ENSG00000295847		35.77							
ENSG00000237968		58.34							
ENSG00000231159	OFD1P8Y	38.49							
ENSG00000310035		38.47							
ENSG00000232475	HSFY5P	31.86							
ENSG00000229553	USP9YP17	31.16							
ENSG00000228850	CDY12P	40.79							
ENSG00000232029	ELOCP15	39.46							
ENSG00000236951		44.92							
ENSG00000131548	TTTY6B	46.69							
ENSG00000169800	RBMY1F	36.92							
ENSG00000229159	TSPY23P	58.79							
ENSG00000225615	RBMY2UP	33.74							
ENSG00000229234	RBMY1KP	33.05							
ENSG00000215560	TTTY5	50.75							
ENSG00000229940	TSPY22P	59.94							
ENSG00000290336	RBMY2FP	37.33							
ENSG00000243040	RBMY2FP	35.38							
ENSG00000259247	TTTY25P	50.95							
ENSG00000237902	TSPY21P	58.82							
ENSG00000226941	RBMY1J	36.95							
ENSG00000286057		56.41							
ENSG00000286146		44.68							
ENSG00000278678	CYCSP41	43.58							
ENSG00000279647		53.71							
ENSG00000280372		32.24							
ENSG00000179381	OR4K11P	42.62							
ENSG00000286148		38.78							
ENSG00000279477		53.67							
ENSG00000279303		35.67							
ENSG00000280614		54.82							
ENSG00000280330	CTBP2P10	56.12							
ENSG00000234159	RBPMSLP	52.83							
ENSG00000229336	SREK1IP1P1	34.16							
ENSG00000224141	MIR548XHG	35.56							
ENSG00000235059		44.92							
ENSG00000233676	FDPSP6	51.95							
ENSG00000235965		33.45							
ENSG00000131538	TTTY6	46.71							
ENSG00000227075		34.79							
ENSG00000225735	NEK4P1	40.27							
ENSG00000232193		35.35							
ENSG00000234131	ELOCP8	39.46							
ENSG00000224873	CDY13P	40.79							
ENSG00000226771		33.66							
ENSG00000230814	USP9YP24	31.16							
ENSG00000198618	PPIAP22	49.00							
ENSG00000300637		38.47							
ENSG00000226818	SLC6A6P1	54.43							
ENSG00000279177	CTBP2P9	56.12							
ENSG00000228571	HSFY7P	31.76							
ENSG00000234340		40.98							
ENSG00000230476	OFD1P9Y	38.46							
ENSG00000231755	CHODL-AS1	38.64							
ENSG00000273589		64.98							
ENSG00000290348		36.26							
ENSG00000237569	TUBAP1	46.97							
ENSG00000286155		56.37							
ENSG00000154646	TMPRSS15	35.11	ENSSHAG00000005881	TMPRSS15	3	ENSP00000284885	75	98.53	1
ENSG00000224657	RBMY2BP	34.57							
ENSG00000224917		57.66							
ENSG00000298004		37.28							
ENSG00000290724	XKRY	34.28							
ENSG00000300757		35.51							
ENSG00000297434		37.69							
ENSG00000310304		37.28							
ENSG00000275592	VN1R7P	45.29							
ENSG00000233522	FAM224A	51.98							
ENSG00000219368	ZNF299P	34.37							
ENSG00000225906		39.04							
ENSG00000228184	SNX19P1	49.88							
ENSG00000244278		36.36							
ENSG00000287801		35.69							
ENSG00000273872	SLC25A15P4	42.70							
ENSG00000215326	GPX1P2	63.86							
ENSG00000223870		34.13							
ENSG00000279895		53.32							
ENSG00000154639	CXADR	39.97	ENSSHAG00000005309	CXADR	3	ENSP00000284878	50	86.22	1
ENSG00000295422		32.43							
ENSG00000299625		37.27							
ENSG00000293280		36.00							
ENSG00000131007	TTTY9B	39.12							
ENSG00000301107		39.44							
ENSG00000302211		38.14							
ENSG00000295232		39.46							
ENSG00000290716	TTTY9A	38.47							
ENSG00000307031		32.47							
ENSG00000251510		36.46							
ENSG00000277282	IGHV1OR21-1	53.67							
ENSG00000215005	HSPD1P7	42.15							
ENSG00000231058	MSANTD2P1	47.35							
ENSG00000279186		35.67							
ENSG00000215353	C1QBPP1	54.29							
ENSG00000237444		39.43							
ENSG00000217026	RPL10P1	53.88							
ENSG00000238265	LINC00317	32.99							
ENSG00000229306		38.78							
ENSG00000278181		57.67							
ENSG00000226204		33.35							
ENSG00000229289		33.53							
ENSG00000286222		34.43							
ENSG00000224832	LINC01689	36.15							
ENSG00000279156		40.55							
ENSG00000278106		61.48							
ENSG00000228708		32.37							
ENSG00000231136		52.57							
ENSG00000230233		33.26							
ENSG00000234439	KRT18P2	55.01							
ENSG00000226996		35.43							
ENSG00000286012		38.78							
ENSG00000231620		31.97							
ENSG00000142207	URB1	46.41	ENSSHAG00000005140	URB1	3	ENSP00000372199	75	96.81	1
ENSG00000288512	C1R	51.45							
ENSG00000286032		44.44							
ENSG00000232263	KRTAP25-1	41.35							
ENSG00000286091		56.41							
ENSG00000279990	RPSAP68	46.35							
ENSG00000291444	RBMY3AP	34.73							
ENSG00000154721	JAM2	39.65	ENSSHAG00000011520	JAM2	3	ENSP00000420419	50	100.00	1
ENSG00000291445	CDY3P	40.30							
ENSG00000291446	TSPY25P	57.37							
ENSG00000291447	USP9YP22	34.69							
ENSG00000291448	TSPY16P	64.10							
ENSG00000291449	USP9YP4	35.05							
ENSG00000291450	ELOCP4	37.54							
ENSG00000291451	RBMY1A3P	35.36							
ENSG00000291452		63.86							
ENSG00000291453	TTTY20	36.89							
ENSG00000291455	TSPY8	53.23							
ENSG00000291456	FAM197Y7	45.71							
ENSG00000291457		60.86							
ENSG00000291458	TSPY4	53.35							
ENSG00000291459	TSPY9	53.43							
ENSG00000291460	FAM197Y2	46.86							
ENSG00000291461	FAM197Y4	60.81							
ENSG00000291462	FAM197Y4	45.70							
ENSG00000291454	FAM197Y8	60.59							
ENSG00000293355	FAM197Y8	40.49							
ENSG00000234730		36.14							
ENSG00000223822	EEF1A1P1	48.44							
ENSG00000230972		33.77							
ENSG00000224018		35.11							
ENSG00000231986		34.81							
ENSG00000225267	RPL8P2	55.18							
ENSG00000156282	CLDN17	44.56	ENSSHAG00000012710	CLDN17	3	ENSP00000286808	50	100.00	1
ENSG00000232260	BTF3L4P1	41.67							
ENSG00000223563		36.94							
ENSG00000232512		35.82							
ENSG00000215369	RPL37P3	45.05							
ENSG00000215317	THUMPD1P1	47.11							
ENSG00000259981		35.57							
ENSG00000215351	PPIAP1	46.57							
ENSG00000235514	LLPHP2	39.90							
ENSG00000188694	KRTAP24-1	42.51							
ENSG00000281181		54.82							
ENSG00000288124	C1RL	49.05							
ENSG00000219592	NCSTNP1	40.97							
ENSG00000279167		44.12							
ENSG00000233206	RPS3AP1	41.25							
ENSG00000156304	SCAF4	38.15	ENSSHAG00000001581	SCAF4	3	ENSP00000286835	50	97.05	1
