Gene stable ID	Gene name	Gene % GC content	Mouse gene stable ID	Last common ancestor with Mouse	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
ENSG00000225716	ELOCP13	36.47								
ENSG00000229406	OFD1P4Y	36.11								
ENSG00000252209	RNU1-48P	46.30								
ENSG00000249634	USP9YP5	33.84								
ENSG00000238067	XKRYP1	40.04								
ENSG00000230377	ELOCP7	39.58								
ENSG00000250951	USP9YP1	31.95								
ENSG00000230458	GPM6BP1	36.11								
ENSG00000235479	RAB9AP4	38.42								
ENSG00000249606	TRAPPC2P7	31.59								
ENSG00000267793		35.26								
ENSG00000260197		32.33								
ENSG00000012817	KDM5D	38.66	ENSMUSG00000056673	Euarchontoglires	ortholog_one2one	80.7667	80.2972	0	100.00	1
ENSG00000288213	MCRIP1	59.80								
ENSG00000288186	PPP1R27	61.19								
ENSG00000172468	HSFY1	39.22	ENSMUSG00000045336	Euarchontoglires	ortholog_one2many	44.389	45.4082	0	99.92	0
ENSG00000176679	TGIF2LY	51.18	ENSMUSG00000100133	Euarchontoglires	ortholog_many2many	28.6486	22.9437	0	0.00	0
ENSG00000176679	TGIF2LY	51.18	ENSMUSG00000100194	Euarchontoglires	ortholog_many2many	28.6486	22.9437	25	90.97	0
ENSG00000182415	CDY2A	44.23								
ENSG00000233126	ZNF736P3Y	36.63								
ENSG00000227251	TRIM60P9Y	38.03								
ENSG00000252633	RN7SKP282	50.17	ENSMUSG00002076393	Amniota	ortholog_one2one	66.2207	63.2588		0.00	0
ENSG00000251996	Y_RNA	41.96								
ENSG00000252155	RNU6-941P	47.22								
ENSG00000252472	RNU6-521P	34.29	ENSMUSG00000064867	Eutheria	ortholog_one2many	79.0476	77.5701		0.00	0
ENSG00000224953	SRIP3	50.68								
ENSG00000274365		47.40								
ENSG00000233634	GOT2P5	44.69								
ENSG00000237701	ATP5PFP1	47.26								
ENSG00000273906		41.47								
ENSG00000232976	TRIM60P10Y	38.60								
ENSG00000226270	ZNF736P2Y	36.04								
ENSG00000227837	TRIM60P11Y	38.18								
ENSG00000278602		38.18								
ENSG00000223978	ZNF736P1Y	35.58								
ENSG00000278197		38.60								
ENSG00000230819	ZNF736P5Y	35.16								
ENSG00000185894	BPY2C	42.58								
ENSG00000228296	TTTY4C	42.25								
ENSG00000205916	DAZ4	35.66								
ENSG00000129873	CDY2B	44.31								
ENSG00000251841	RNU6-1334P	37.14								
ENSG00000184895	SRY	46.62	ENSMUSG00000069036	Euarchontoglires	ortholog_one2one	34.3137	17.7215	0	46.62	0
ENSG00000282162	LINC01784	47.68								
ENSG00000281934	PRAMEF11	48.02								
ENSG00000232195	TOMM22P2	43.88								
ENSG00000286130		39.71								
ENSG00000129824	RPS4Y1	40.56								
ENSG00000282116	PRAMEF30P	50.32								
ENSG00000282175	HNRNPCL1	46.13								
ENSG00000282817	PRAMEF2	47.20								
ENSG00000229163	NAP1L1P2	41.70								
ENSG00000278847		32.79								
ENSG00000067646	ZFY	37.27	ENSMUSG00000079509	Euarchontoglires	ortholog_one2one	91.2609	91.4894	0	100.00	1
ENSG00000282584	PRAMEF4	48.20								
ENSG00000282663	PRAMEF10	47.85								
ENSG00000279195	PRAMEF7	50.06								
ENSG00000223600	EEF1A1P41	45.89								
ENSG00000215414	PSMA6P1	41.97								
ENSG00000224035	SFPQP1	39.61								
ENSG00000223915	DPPA2P1	40.11								
ENSG00000282338	RNU6-1072P	45.79								
ENSG00000282549	PRAMEF29P	49.04								
ENSG00000067048	DDX3Y	37.70	ENSMUSG00000069045	Euarchontoglires	ortholog_one2one	89.0909	89.3617	25	100.00	1
ENSG00000282119	PRAMEF6	47.55								
ENSG00000282791	PRAMEF28P	50.11								
ENSG00000282437	PRAMEF27	48.08								
ENSG00000282559	HNRNPCL3	47.02								
ENSG00000282566	PRAMEF25	47.51								
ENSG00000282258	PRAMEF34P	50.59								
ENSG00000282562	PRAMEF35P	51.90								
ENSG00000282530	HNRNPCL2	46.09								
ENSG00000282468	PRAMEF36P	50.61								
ENSG00000290624		48.42								
ENSG00000282341		47.29								
ENSG00000281987	PRAMEF26	48.32								
ENSG00000282095	HNRNPCL4	48.64								
ENSG00000282298	PRAMEF9	48.13								
ENSG00000234059	CASKP1	38.48								
ENSG00000183878	UTY	37.54	ENSMUSG00000068457	Amniota	ortholog_one2one	67.6593	80.6106	0	4.41	0
ENSG00000282741	PRAMEF13	46.73								
ENSG00000282212	PRAMEF18	49.74								
ENSG00000282289	PRAMEF31P	50.61								
ENSG00000282424	PRAMEF5	47.59								
ENSG00000282216	PRAMEF32P	49.07								
ENSG00000282288	RNU6-771P	45.79								
ENSG00000282583	PRAMEF8	49.88								
ENSG00000282125	PRAMEF33	47.90								
ENSG00000293551	PRAMEF22	51.96								
ENSG00000154620	TMSB4Y	42.71	ENSMUSG00000049775	Eutheria	ortholog_one2one	93.1818	93.1818	0	100.00	1
ENSG00000129864	VCY	61.97								
ENSG00000187191	DAZ3	36.06								
ENSG00000291381	ARHGEF19	57.34								
ENSG00000291405		55.96								
ENSG00000291404	ANO7L1	53.74								
ENSG00000291376		56.35								
ENSG00000291382	CPLANE2	54.10								
ENSG00000291377	MT1XP1	60.75								
ENSG00000291375	FBXO42	43.85								
ENSG00000188120	DAZ1	35.94								
ENSG00000291379	SZRD1	48.10								
ENSG00000291374	RPL22P3	41.47								
ENSG00000291401	SPATA21	50.40								
ENSG00000291380	NECAP2	49.37								
ENSG00000251925	SNORA70	45.65								
ENSG00000286744		47.06								
ENSG00000236647		58.28								
ENSG00000291388	LINC01772	46.15								
ENSG00000099721	AMELY	41.49								
ENSG00000291402	CROCCP3	54.22								
ENSG00000291389	RNU1-1	53.66								
ENSG00000291390		46.81								
ENSG00000291391		56.01								
ENSG00000291392	LINC01783	59.01								
ENSG00000291393	RNU1-6P	52.08								
ENSG00000291394	PDE4DIPP8	44.16								
ENSG00000092377	TBL1Y	43.32	ENSMUSG00000025246	Boreoeutheria	ortholog_one2many	93.6782	92.7894	0	100.00	1
ENSG00000291386		40.64								
ENSG00000291385	RNU1-2	54.88								
ENSG00000291408		45.65								
ENSG00000291384		64.37								
ENSG00000291400	LINC03126	48.14								
ENSG00000291383	RNU1-5P	54.17								
ENSG00000291395		58.89								
ENSG00000291397		40.61								
ENSG00000291398	EIF1AXP1	38.39								
ENSG00000291396	RNU1-3	54.27								
ENSG00000291399	RNU1-4	54.27								
ENSG00000291387	PADI2	51.75								
ENSG00000292230		48.32								
ENSG00000291403	CROCCP4	48.34								
ENSG00000292231		57.22								
ENSG00000291407		50.78								
ENSG00000292235		40.27								
ENSG00000292236		38.39								
ENSG00000292238		60.76								
ENSG00000292239		60.83								
ENSG00000292240		60.50								
ENSG00000292241		60.77								
ENSG00000292242		60.70								
ENSG00000292229		55.53								
ENSG00000292226		44.09								
ENSG00000205944	DAZ2	35.43								
ENSG00000292228		44.05								
ENSG00000292227		44.06								
ENSG00000292225	NBPF1	44.04								
ENSG00000226555	AGKP1	44.81								
ENSG00000228787	NLGN4Y-AS1	33.48								
ENSG00000165246	NLGN4Y	38.63	ENSMUSG00000121607	Vertebrata	ortholog_one2many	45.8134	63.2013	0	3.61	0
ENSG00000229343	CDY22P	41.83								
ENSG00000232695	ELOCP17	35.89								
ENSG00000235511	OFD1P18Y	37.07								
ENSG00000232914	TRAPPC2P4	36.99								
ENSG00000223655	RAB9AP3	41.01								
ENSG00000230854	USP9YP20	31.76								
ENSG00000252625	RNU1-40P	46.34								
ENSG00000227635	USP9YP21	30.65								
ENSG00000237546	XKRYP6	36.09								
ENSG00000227867	ELOCP11	39.46								
ENSG00000231716	CDY23P	40.73								
ENSG00000234744	USP9YP26	30.70								
ENSG00000233156	HSFY8P	31.76								
ENSG00000289705		47.06								
ENSG00000225876		42.15								
ENSG00000251796	SNORA70	45.65								
ENSG00000252948	RNU6-1314P	36.54	ENSMUSG00000084479	Eutheria	ortholog_one2many	76.9231	76.9231		0.00	0
ENSG00000233843	CYCSP48	47.74								
ENSG00000129862	VCY1B	61.89								
ENSG00000235451	PNPLA4P1	40.64								
ENSG00000289706		34.56								
ENSG00000225624	TBL1YP1	45.06								
ENSG00000280969	RPS4Y2	42.67								
ENSG00000224482	HSFY4P	35.70								
ENSG00000216844		59.12								
ENSG00000229551	GAPDHP17	41.06								
ENSG00000226504	TMEM167AP1	37.44								
ENSG00000254488		45.94								
ENSG00000237427	TOMM22P1	44.55								
ENSG00000232634	NEFLP1	46.65								
ENSG00000226918		35.66								
ENSG00000183146	PRORY	52.33								
ENSG00000236615		65.93								
ENSG00000169849	TSPY14P	50.67								
ENSG00000169811	RBMY1HP	36.04								
ENSG00000242393		58.93								
ENSG00000228257		58.95								
ENSG00000184991	TTTY13	46.62								
ENSG00000271123	ELOCP5	38.74								
ENSG00000226042	CDY10P	42.44								
ENSG00000237023	USP9YP3	34.64								
ENSG00000229416	USP9YP8	32.17								
ENSG00000230029	CDY11P	40.10								
ENSG00000224169	HSFY6P	38.77								
ENSG00000223407	USP9YP18	31.16								
ENSG00000226873	CDY14P	40.73								
ENSG00000227915	ELOCP16	39.46								
ENSG00000236620	XKRYP3	36.10								
ENSG00000224866	USP9YP25	30.63								
ENSG00000232424	USP9YP29	31.74								
ENSG00000252681	RNU1-97P	46.34								
ENSG00000232910	RAB9AP1	41.01								
ENSG00000232845	TRAPPC2P9	37.04								
ENSG00000237302	OFD1P11Y	37.17								
ENSG00000252468	RNU2-57P	43.98								
ENSG00000231341	VDAC1P6	47.02								
ENSG00000235001	EIF4A1P2	48.28								
ENSG00000214207	KRT18P10	57.26								
ENSG00000278585	SNX3P1Y	57.95								
ENSG00000235175	RPL26P37	42.69								
ENSG00000099715	PCDH11Y	35.66	ENSMUSG00000034755	Euarchontoglires	ortholog_one2many	64.984	79.0448	25	100.00	1
ENSG00000231540	ELOCP9	37.66								
ENSG00000223362	CDY15P	42.10								
ENSG00000231026	XKRYP4	42.24								
ENSG00000224571	USP9YP13	29.64								
ENSG00000226369	USP9YP11	31.54								
ENSG00000280961	TTTY3B	31.94								
ENSG00000227871	USP9YP12	31.62								
ENSG00000251917	RNU1-86P	44.16								
ENSG00000231423	RAB9AP5	38.71								
ENSG00000228465	TRAPPC2P10	38.52								
ENSG00000232585	OFD1P12Y	36.45								
ENSG00000234081	ELOCP10	36.09								
ENSG00000172352	CDY1B	41.35								
ENSG00000231375	CDY17P	43.79								
ENSG00000237467	USP9YP35	30.88								
ENSG00000229250	USP9YP31	32.87								
ENSG00000232205	CDY18P	42.26								
ENSG00000230977		63.87								
ENSG00000274234	RN7SL818P	50.97								
ENSG00000225491	UBE2Q2P4Y	36.92								
ENSG00000224827	LINC00265-2P	64.07								
ENSG00000233740	CICP2	59.56								
ENSG00000279274		52.00								
ENSG00000234399	RBMY2XP	33.22								
ENSG00000227439	TTTY17B	42.58								
ENSG00000224210	TRIM60P5Y	38.06								
ENSG00000232003	ZNF736P12Y	33.63								
ENSG00000235412	TTTY4B	42.24								
ENSG00000183795	BPY2B	42.59								
ENSG00000240566		35.08								
ENSG00000236379	ZNF736P4Y	33.55								
ENSG00000274899		38.58								
ENSG00000227633	RBMY2YP	33.15								
ENSG00000279115		52.00								
ENSG00000233652	CICP1	59.65								
ENSG00000233944	LINC00265-3P	64.89								
ENSG00000223636	UBE2Q2P5Y	36.92								
ENSG00000172297	GOLGA2P3Y	54.14								
ENSG00000278242	RN7SL725P	50.97								
ENSG00000233619		61.21								
ENSG00000237823	CDY19P	42.26								
ENSG00000229709	USP9YP36	32.89								
ENSG00000232064	USP9YP33	30.94								
ENSG00000225609	CDY20P	43.79								
ENSG00000270535	ELOCP34	36.09								
ENSG00000225287	OFD1P13Y	36.44								
ENSG00000225256	TRAPPC2P5	38.50								
ENSG00000223856	RAB9AP2	38.74								
ENSG00000235004	USP9YP30	32.88								
ENSG00000252426	RNU1-107P	44.16								
ENSG00000231141	TTTY3	31.92								
ENSG00000232614	USP9YP9	31.51								
ENSG00000225326	USP9YP19	29.61								
ENSG00000223406	XKRYP5	42.24								
ENSG00000224240	CYCSP49	41.69								
ENSG00000227629	SLC25A15P1	44.82								
ENSG00000237917	PARP4P1	40.94								
ENSG00000231514	CCNQP2	55.16								
ENSG00000172288	CDY1	41.35								
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000094511	Euarchontoglires	ortholog_many2many	32.4597	42.3684	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000101667	Euarchontoglires	ortholog_many2many	17.1371	51.2048	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000096520	Euarchontoglires	ortholog_many2many	33.0645	43.1579	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000095948	Euarchontoglires	ortholog_many2many	32.4597	42.3684	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000095852	Euarchontoglires	ortholog_many2many	32.6613	42.6316	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000091987	Euarchontoglires	ortholog_many2many	32.6613	42.6316	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000094658	Euarchontoglires	ortholog_many2many	32.4597	42.3684	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000093987	Euarchontoglires	ortholog_many2many	32.4597	42.3684	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000093918	Euarchontoglires	ortholog_many2many	32.4597	42.3684	0	0.00	0
ENSG00000242875	RBMY1B	36.99	ENSMUSG00000102053	Euarchontoglires	ortholog_many2many	32.4597	42.3684	0	83.34	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000094511	Euarchontoglires	ortholog_many2many	32.2581	42.1053	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000101667	Euarchontoglires	ortholog_many2many	17.1371	51.2048	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000096520	Euarchontoglires	ortholog_many2many	32.8629	42.8947	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000095948	Euarchontoglires	ortholog_many2many	32.2581	42.1053	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000095852	Euarchontoglires	ortholog_many2many	32.4597	42.3684	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000091987	Euarchontoglires	ortholog_many2many	32.4597	42.3684	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000094658	Euarchontoglires	ortholog_many2many	32.2581	42.1053	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000093987	Euarchontoglires	ortholog_many2many	32.2581	42.1053	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000093918	Euarchontoglires	ortholog_many2many	32.2581	42.1053	0	0.00	0
ENSG00000234414	RBMY1A1	36.98	ENSMUSG00000102053	Euarchontoglires	ortholog_many2many	32.2581	42.1053	0	83.34	0
ENSG00000234795	RFTN1P1	41.56								
ENSG00000173357		34.89								
ENSG00000290342		34.17								
ENSG00000281449	BCL2L14	40.68								
ENSG00000180910	TTTY11	45.54								
ENSG00000224060	ARSLP1	44.76								
ENSG00000242153	OFD1P6Y	38.91								
ENSG00000250868	XKRY	35.43								
ENSG00000244646	XKRYP7	35.45								
ENSG00000282909		52.12								
ENSG00000288686		48.16								
ENSG00000227289	HSFY3P	39.29								
ENSG00000290841		43.29								
ENSG00000235462	TAB3P1	35.21								
ENSG00000290852		36.10								
ENSG00000241859	ANOS2P	40.21								
ENSG00000223637	RBMY2EP	35.36								
ENSG00000239533	GOLGA2P2Y	54.13								
ENSG00000291016	GOLGA2P2Y	54.84								
ENSG00000278212		61.87								
ENSG00000131002	TXLNGY	36.66								
ENSG00000206159	GYG2P1	44.05								
ENSG00000232235	CDY3P	40.30								
ENSG00000224408	USP9YP22	34.69								
ENSG00000238154	USP9YP4	35.05								
ENSG00000281442	PTMAP9	53.52								
ENSG00000283344	MIR1244-4	31.76								
ENSG00000232924	ELOCP4	37.54								
ENSG00000275310		63.86								
ENSG00000281324	LRP6	38.54								
ENSG00000232808	TTTY20	36.89								
ENSG00000233803	TSPY4	53.35								
ENSG00000228383	FAM197Y7	40.42								
ENSG00000286120		60.71								
ENSG00000237802	FAM197Y6	40.48								
ENSG00000286173		60.91								
ENSG00000229549	TSPY8	53.23								
ENSG00000228927	TSPY3	53.26								
ENSG00000215540	RBMY2CP	34.55								
ENSG00000215507	RBMY2DP	34.55								
ENSG00000239893	ZNF736P9Y	35.12								
ENSG00000225560	FAM197Y8	60.59								
ENSG00000099725	PRKY	44.40								
ENSG00000290725	XKRYP7	34.28								
ENSG00000280475	RPL21P100	42.86								
ENSG00000215580	BCORP1	40.55								
ENSG00000206783	RNU6-545P	43.27								
ENSG00000281874		42.56								
ENSG00000207477	RNU6-318P	39.81								
ENSG00000281818	MANSC1	43.98								
ENSG00000293362	FAM197Y8	40.48								
ENSG00000290330	FAM197Y5	40.75								
ENSG00000225516	FAM197Y5	60.64								
ENSG00000258992	TSPY1	53.42								
ENSG00000281051	RPL23AP66	53.24								
ENSG00000290373	FAM197Y4	40.50								
ENSG00000274196	FAM197Y4	60.81								
ENSG00000281234	LOH12CR2	45.19								
ENSG00000238074	TSPY9	53.32								
ENSG00000280689	BORCS5	42.17								
ENSG00000290607	FAM197Y3	40.44								
ENSG00000230066	FAM197Y3	60.63								
ENSG00000290332		40.47								
ENSG00000234803	FAM197Y2	60.74								
ENSG00000236424	TSPY10	53.34								
ENSG00000281168		40.11								
ENSG00000280962	DUSP16	40.41								
ENSG00000224336	FAM197Y1	58.94								
ENSG00000234110	TSPY25P	57.37								
ENSG00000226223	TSPY16P	64.10								
ENSG00000232617		32.73								
ENSG00000224075	TTTY22	43.06								
ENSG00000228379		35.63								
ENSG00000274445		63.90								
ENSG00000231874	TSPY18P	55.28								
ENSG00000234950	RBMY2OP	33.45								
ENSG00000236718	RBMY2QP	34.30								
ENSG00000243643	TSPY20P	58.32								
ENSG00000290378		43.10								
ENSG00000225685	TSPY5P	49.20								
ENSG00000278478		62.72								
ENSG00000281671		39.96								
ENSG00000251766	RNA5SP518	51.26								
ENSG00000252289	RNA5SP519	56.30								
ENSG00000281525		48.96								
ENSG00000231411	DUX4L31	58.45								
ENSG00000226061	PCMTD1P1	39.15								
ENSG00000237447	CDC27P2	39.65								
ENSG00000225840		49.73								
ENSG00000251705	RNA5-8SP6	51.97								
ENSG00000237195	DLGAP5P1	34.05								
ENSG00000250204	TTTY23B	58.32								
ENSG00000168757	TSPY2	53.20								
ENSG00000290448	FAM197Y9	39.87								
ENSG00000234830	FAM197Y9	60.68								
ENSG00000275352		52.16								
ENSG00000234583	TSPY19P	55.19								
ENSG00000235094		56.96								
ENSG00000229643	LINC00280	41.90								
ENSG00000235895		32.81								
ENSG00000232620	TSPY17P	64.45								
ENSG00000293672		39.23								
ENSG00000290954		36.98								
ENSG00000294545		42.68								
ENSG00000294758		38.87								
ENSG00000293305		38.04								
ENSG00000295056		40.74								
ENSG00000239225	TTTY23	51.64								
ENSG00000230663	FAM224B	51.56								
ENSG00000295335		38.61								
ENSG00000212856	TTTY2B	45.87								
ENSG00000129816	TTTY1B	46.59								
ENSG00000147753	TTTY7	46.84								
ENSG00000185700	TTTY8B	47.19								
ENSG00000291034		42.57								
ENSG00000291410		57.31								
ENSG00000291411		63.35								
ENSG00000291412		61.39								
ENSG00000291413		62.43								
ENSG00000291414	MIR4740	68.25								
ENSG00000291415	MIR3186	56.47								
ENSG00000291416		69.41								
ENSG00000291417	LINC01971	64.03								
ENSG00000291418		60.82								
ENSG00000290435		43.36								
ENSG00000291420	ACTG1	60.66								
ENSG00000290369		51.59								
ENSG00000297760		40.54								
ENSG00000297994		38.45								
ENSG00000229308		35.36								
ENSG00000229236	TTTY10	38.47								
ENSG00000291421	BAHCC1	63.07								
ENSG00000290323	TTTY16	40.85								
ENSG00000291422		63.00								
ENSG00000291423		57.81								
ENSG00000291424		63.68								
ENSG00000291425	LINC03048	58.69								
ENSG00000237048	TTTY12	41.63								
ENSG00000298447		35.73								
ENSG00000212855	TTTY2	45.68								
ENSG00000147761	TTTY7B	46.83								
ENSG00000233070	ZFY-AS1	37.66								
ENSG00000299745		44.04								
ENSG00000288049		38.05								
ENSG00000299844		37.22								
ENSG00000290853		40.18								
ENSG00000300212		38.54								
ENSG00000300312		39.40								
ENSG00000300595		37.27								
ENSG00000223641	TTTY17C	41.09								
ENSG00000228786	SEPTIN14P23	43.12								
ENSG00000301122		42.61								
ENSG00000290344		37.71								
ENSG00000291033	TXLNGY	36.42								
ENSG00000288406		38.89								
ENSG00000303338		36.46								
ENSG00000303345		45.79								
ENSG00000277930		38.86								
ENSG00000290726	FAM41AY2	38.44								
ENSG00000291032		44.09								
ENSG00000231535	LINC00278	36.13								
ENSG00000304558		39.81								
ENSG00000129845	TTTY1	46.59								
ENSG00000286050		36.95								
ENSG00000290381	TTTY11	38.87								
ENSG00000286187		47.33								
ENSG00000305394		37.83								
ENSG00000293249		35.76								
ENSG00000305658		37.26								
ENSG00000289707		37.52								
ENSG00000306111		40.79								
ENSG00000306715		41.40								
ENSG00000286009		50.45								
ENSG00000308317		42.66								
ENSG00000286201		38.15								
ENSG00000309341		36.22								
ENSG00000291031	BCORP1	39.47								
ENSG00000286247		44.11								
ENSG00000286217	LINC00279	45.44								
